Time	realtime	AlgorhithmStage	AutoDoserStatus	BaseProgramID	CoinOperator	CommandParameter	CurrentError	DelayedError	DoorLock	DoorRelay	DrumLight	EPS	EPS_Error	EPS_Plausible	EPS_PlausibleU8	ErrorCounter	Exception	FinalRpm	FinalRpm0	ForbiddenRpmH	ForbiddenRpmL	HalfLoad	HandledError	Heater	I1	IFull	Inertia	InertiaAccumulator	InertiaSamples	InitialParameter0	MotorSetPoint	Ionizer	IsSpinFinished	MaxAddTime	MaxRed	MaxRpm	Mode_ID	MotorDriverTemperature	MotorPower	MotorSpeed	MotorState	MotorView	NTC	NTC_Error	NWL	NrRed	NrRepeatSt1	NrStage3	NrStage4	NrStage5	NumAnticrease	Overflow	OverFlowDetection	Peak600	PlannedStage	PumpAir	PumpDrain	PumpRecirculation	RawInertia	RawUblHigh	RawUblHighCompensated	RawUblLow	RawUblLowCompensated	RpmB	RpmC	S11Reduction	SafetyRelay	SkipSkip	SkipSpin	SpinHandlerTimer	SpinProfile	SpinProfileB	SpinSkipFlag	SpinState	SpinTimer	St10Time2	St8Rpm1	St9Rpm1	StandBy	StatusBits	StepCounter	SterilTubeAlert	TargetTemperature	TargetWaterLevel	TemperatureID	TimeProgramSelectedTime	TimeToEnd	UIWakeUp	UblAB	UblC	UblEH	UblEL	UblEM	UblFH	UblFL	UblFM	UblH	UblHigh	UblL	UblLow	UblM	UBL_STABILITY_HIGH	UBL_STABILITY_LOW	UblTestValue	ValveAquaStop	ValveCold1	ValveCold2	ValveCold4	ValveHot	WashPhase	WashTimer	WasherLogicState	WaterLevel	eState	option5	MAT_version	PCU_version	MCU_version	Touch_version	DrumOffset_Hight	DrumOffset_Low	WashStep	X_RMS	Y_RMS	Z_RMS	Machine No.	Reserved1	Reserved2	Reserved3	Reserved4	Created By Gorenje Electronic R&D Department	
2023-07-11 09:37:16.76	0:00:10.775266	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:17.77	0:00:11.790651	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:18.79	0:00:12.806037	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:19.83	0:00:13.852666	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:20.82	0:00:14.836808	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:21.83	0:00:15.852194	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:22.85	0:00:16.867579	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:23.91	0:00:17.933876	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:24.88	0:00:18.899852	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:25.87	0:00:19.888562	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:26.90	0:00:20.915657	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:27.90	0:00:21.917542	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:28.87	0:00:22.887927	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:29.88	0:00:23.901758	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:30.89	0:00:24.908707	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:31.90	0:00:25.922109	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:32.90	0:00:26.919497	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:33.91	0:00:27.927695	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:34.88	0:00:28.902026	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:35.90	0:00:29.919776	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:36.89	0:00:30.904586	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:37.90	0:00:31.914479	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	0	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:38.92	0:00:32.935208	0	1	23	0	2	0	0	1	0	0	615	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	19	0	0	0	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	0	15	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:39.91	0:00:33.929197	0	1	23	0	2	0	0	1	0	0	614	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	19	0	16	1	0	24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	0	17	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		230	0	8	1	
2023-07-11 09:37:40.89	0:00:34.911770	0	1	23	0	2	0	0	1	0	0	611	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	20	11	16	1	0	24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	10	0	25	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		228	0	8	1	
2023-07-11 09:37:41.90	0:00:35.919134	0	1	23	0	2	0	0	1	0	0	606	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	20	12	26	1	0	24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	0	37	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		228	0	8	1	
2023-07-11 09:37:42.91	0:00:36.925955	0	1	23	0	2	0	0	1	0	0	601	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	20	12	29	1	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	0	50	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		228	0	8	1	
2023-07-11 09:37:43.89	0:00:37.912971	0	1	23	0	2	0	0	1	0	0	597	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	20	13	30	1	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	0	60	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		228	0	8	1	
2023-07-11 09:37:44.91	0:00:38.930778	0	1	23	0	2	0	0	1	0	0	593	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	21	15	30	1	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	0	70	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		228	0	8	1	
2023-07-11 09:37:45.94	0:00:39.962122	0	1	23	0	2	0	0	1	0	0	591	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-27	30	0	0	0	0	0	0	21	15	30	1	0	24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	430	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	0	75	0	0	3.4.4	001.000.024	001.008.010	000.000.006	79	114	31	0	0	0		228	0	8	1	
