Time	realtime	AlgorhithmStage	AutoDoserStatus	BaseProgramID	CoinOperator	CommandParameter	CurrentError	DelayedError	DoorLock	DoorRelay	DrumLight	EPS	EPS_Error	EPS_Plausible	EPS_PlausibleU8	ErrorCounter	Exception	FinalRpm	FinalRpm0	ForbiddenRpmH	ForbiddenRpmL	HalfLoad	HandledError	Heater	I1	IFull	Inertia	InertiaAccumulator	InertiaSamples	InitialParameter0	MotorSetPoint	Ionizer	IsSpinFinished	MaxAddTime	MaxRed	MaxRpm	Mode_ID	MotorDriverTemperature	MotorPower	MotorSpeed	MotorState	MotorView	NTC	NTC_Error	NWL	NrRed	NrRepeatSt1	NrStage3	NrStage4	NrStage5	NumAnticrease	Overflow	OverFlowDetection	Peak600	PlannedStage	PumpAir	PumpDrain	PumpRecirculation	RawInertia	RawUblHigh	RawUblHighCompensated	RawUblLow	RawUblLowCompensated	RpmB	RpmC	S11Reduction	SafetyRelay	SkipSkip	SkipSpin	SpinHandlerTimer	SpinProfile	SpinProfileB	SpinSkipFlag	SpinState	SpinTimer	St10Time2	St8Rpm1	St9Rpm1	StandBy	StatusBits	StepCounter	SterilTubeAlert	TargetTemperature	TargetWaterLevel	TemperatureID	TimeProgramSelectedTime	TimeToEnd	UIWakeUp	UblAB	UblC	UblEH	UblEL	UblEM	UblFH	UblFL	UblFM	UblH	UblHigh	UblL	UblLow	UblM	UBL_STABILITY_HIGH	UBL_STABILITY_LOW	UblTestValue	ValveAquaStop	ValveCold1	ValveCold2	ValveCold4	ValveHot	WashPhase	WashTimer	WasherLogicState	WaterLevel	eState	option5	MAT_version	PCU_version	MCU_version	Touch_version	DrumOffset_Hight	DrumOffset_Low	WashStep	X_RMS	Y_RMS	Z_RMS	Machine No.	LineVoltage	Reserved1	Reserved2	Created By Gorenje Electronic R&D Department	
2023-07-11 17:02:37.27	0:16:30.576942	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:38.27	0:16:31.575212	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:39.25	0:16:32.559580	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:40.27	0:16:33.570879	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:41.25	0:16:34.556277	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:42.25	0:16:35.556612	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:43.26	0:16:36.559880	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:44.27	0:16:37.579193	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:45.27	0:16:38.570503	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:46.27	0:16:39.570864	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:47.28	0:16:40.587111	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:48.30	0:16:41.606420	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	13	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:49.26	0:16:42.563822	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	3	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:50.29	0:16:43.591077	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:51.29	0:16:44.597384	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:52.27	0:16:45.578759	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:53.26	0:16:46.562129	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:54.28	0:16:47.587389	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		232	1	0	
2023-07-11 17:02:55.26	0:16:48.568762	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	24	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:56.27	0:16:49.571052	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	23	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:57.27	0:16:50.574246	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	23	0	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	0	0	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:58.28	0:16:51.586522	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	23	0	0	0	0	19.1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:02:59.29	0:16:52.589839	0	1	29	0	2	0	0	1	0	0	599	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	23	29	0	0	0	19.1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	55	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:00.28	0:16:53.586173	0	1	29	0	2	0	0	1	0	0	600	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	24	29	25	1	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	52	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:01.27	0:16:54.574528	0	1	29	0	2	0	0	1	0	0	600	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	24	36	30	1	0	19.3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	52	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:02.28	0:16:55.588817	0	1	29	0	2	0	0	1	0	0	599	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	24	15	30	1	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	55	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		228	1	0	
2023-07-11 17:03:03.29	0:16:56.598702	0	1	29	0	2	0	0	1	0	0	599	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	24	31	30	1	0	19.1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	55	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:04.29	0:16:57.593278	0	1	29	0	2	0	0	1	0	0	598	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	25	31	30	1	0	19.1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	57	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:05.29	0:16:58.592549	0	1	29	0	2	0	0	1	0	0	597	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	25	56	30	1	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	60	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		224	1	0	
2023-07-11 17:03:06.27	0:16:59.577913	0	1	29	0	2	0	0	1	0	0	596	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	25	30	30	1	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	62	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:07.28	0:17:00.580767	0	1	29	0	2	0	0	1	0	0	595	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	26	27	30	1	0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	65	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		228	1	0	
2023-07-11 17:03:08.28	0:17:01.584502	0	1	29	0	2	0	0	1	0	0	594	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	26	27	31	1	0	18.7	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	67	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		228	1	0	
2023-07-11 17:03:09.29	0:17:02.591771	0	1	29	0	2	0	0	1	0	0	593	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	26	40	27	1	0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	70	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		226	1	0	
2023-07-11 17:03:10.28	0:17:03.585152	0	1	29	0	2	0	0	1	0	0	591	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	26	8	27	1	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	75	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:03:11.28	0:17:04.588429	0	1	29	0	2	0	0	1	0	0	591	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	26	8	25	1	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	75	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:03:12.31	0:17:05.615684	0	1	29	0	2	0	0	1	0	0	589	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	26	8	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	80	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:03:13.31	0:17:06.610023	0	1	29	0	2	0	0	1	0	0	587	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	27	8	0	0	0	19.2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	85	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:03:14.29	0:17:07.594389	0	1	29	0	2	0	0	1	0	0	586	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	0	2	0	0	30	1200	0	27	5	0	0	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	87	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:03:15.29	0:17:08.599713	0	1	29	0	2	0	0	1	0	0	585	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	27	5	0	0	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	90	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		230	1	0	
2023-07-11 17:03:16.35	0:17:09.650891	0	1	29	0	2	0	0	1	0	0	585	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	27	146	24	2	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	90	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		222	1	0	
2023-07-11 17:03:17.30	0:17:10.607331	0	1	29	0	2	0	0	1	0	0	585	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	27	72	24	2	0	19.5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	90	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		224	1	0	
2023-07-11 17:03:18.28	0:17:11.588706	0	1	29	0	2	0	0	1	0	0	585	0	0	0	0	0	1200	1200	1050	1050	3	0	0	2500	1	0	0	0	3	30	2	0	0	30	1200	0	27	72	30	2	0	19.5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65535	160	0	72	0	1000	800	0	0	0	0	0	6	0	0	0	0	150	500	600	0	0	0	5	0	40	4	0	12	0	0	0	800	713	1000	800	513	800	800	35	513	80	800	2	11	0	0	1	1	0	0	6	2	0	90	1	1	3.4.5.1	001.000.016	001.009.023	000.000.006	100	125	16	0	0	0		224	1	0	
